trial,n_total_customers,uf_target,pf,cluster_min,cluster_max,n_clusters,n_25kva,n_50kva,n_75kva,n_oversize_clusters,installed_kva_total,sum_cluster_peak_kw
67,27,0.8,0.9,1,12,6,0,3,3,0,375.0,266.3148226446079
68,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.79744923370447
69,27,0.8,0.9,1,12,5,1,2,0,2,125.0,231.08224974421913
70,27,0.8,0.9,1,12,4,0,0,3,1,225.0,231.78048663533644
71,27,0.8,0.9,1,12,5,1,2,1,1,200.0,240.74907636182937
72,27,0.8,0.9,1,12,6,1,2,2,1,275.0,254.81216695973404
73,27,0.8,0.9,1,12,5,1,1,1,2,150.0,241.032405321273
74,27,0.8,0.9,1,12,3,0,1,0,2,50.0,224.07591140691775
75,27,0.8,0.9,1,12,3,0,0,1,2,75.0,212.27553569578265
76,27,0.8,0.9,1,12,5,0,1,4,0,350.0,243.47996496364055
77,27,0.8,0.9,1,12,4,0,3,0,1,150.0,222.84766223846873
78,27,0.8,0.9,1,12,4,1,1,0,2,75.0,221.61600836281838
79,27,0.8,0.9,1,12,7,3,2,1,1,250.0,257.47988364349067
80,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.46736461027223
81,27,0.8,0.9,1,12,6,3,1,1,1,200.0,256.75291439358966
82,27,0.8,0.9,1,12,5,2,1,1,1,175.0,226.31489500948695
83,27,0.8,0.9,1,12,6,3,1,1,1,200.0,239.660589196527
84,27,0.8,0.9,1,12,4,0,2,1,1,175.0,229.02879784996423
85,27,0.8,0.9,1,12,5,2,0,1,2,125.0,243.0648293099768
86,27,0.8,0.9,1,12,5,0,3,0,2,150.0,247.14738302747497
87,27,0.8,0.9,1,12,7,3,2,1,1,250.0,261.269582791583
88,27,0.8,0.9,1,12,4,0,1,2,1,200.0,240.65825680587312
89,27,0.8,0.9,1,12,6,0,4,1,1,275.0,261.60575204525264
90,27,0.8,0.9,1,12,4,0,1,2,1,200.0,223.19208597664982
91,27,0.8,0.9,1,12,4,1,0,1,2,100.0,230.3339189502505
92,27,0.8,0.9,1,12,6,1,2,2,1,275.0,258.64509790394334
93,27,0.8,0.9,1,12,3,0,1,1,1,125.0,219.68207931291676
94,27,0.8,0.9,1,12,4,0,1,2,1,200.0,244.64271322715243
95,27,0.8,0.9,1,12,3,0,0,1,2,75.0,216.00886462365045
96,27,0.8,0.9,1,12,4,1,0,1,2,100.0,230.53461289376645
97,27,0.8,0.9,1,12,6,0,3,2,1,300.0,274.1651128465618
98,27,0.8,0.9,1,12,4,1,1,1,1,150.0,227.5792043813117
99,27,0.8,0.9,1,12,3,0,1,0,2,50.0,211.3095065859558
100,27,0.8,0.9,1,12,3,0,0,1,2,75.0,235.57260036938445
101,27,0.8,0.9,1,12,5,1,1,2,1,225.0,249.64403848494615
102,27,0.8,0.9,1,12,4,1,1,1,1,150.0,214.34265143005535
103,27,0.8,0.9,1,12,5,0,3,0,2,150.0,246.9109387352818
104,27,0.8,0.9,1,12,7,2,1,4,0,400.0,267.80366735249845
105,27,0.8,0.9,1,12,4,0,2,1,1,175.0,224.508131061353
106,27,0.8,0.9,1,12,5,1,2,1,1,200.0,234.94599110770798
107,27,0.8,0.9,1,12,5,1,1,2,1,225.0,232.51325209652313
108,27,0.8,0.9,1,12,5,1,1,1,2,150.0,239.43030336841738
109,27,0.8,0.9,1,12,6,3,0,2,1,225.0,243.056197162189
110,27,0.8,0.9,1,12,4,0,2,0,2,100.0,220.69404708738307
111,27,0.8,0.9,1,12,3,0,0,1,2,75.0,212.97047865646624
112,27,0.8,0.9,1,12,4,0,1,2,1,200.0,230.6847225175481
113,27,0.8,0.9,1,12,6,1,2,2,1,275.0,269.0729246511546
114,27,0.8,0.9,1,12,4,0,2,1,1,175.0,226.91209768679417
115,27,0.8,0.9,1,12,6,2,2,0,2,150.0,244.51023730409347
116,27,0.8,0.9,1,12,5,1,1,2,1,225.0,244.83384985512726
117,27,0.8,0.9,1,12,4,1,1,0,2,75.0,224.15122973624253
118,27,0.8,0.9,1,12,4,0,1,2,1,200.0,233.66291898047496
119,27,0.8,0.9,1,12,4,1,0,1,2,100.0,234.93066051226523
120,27,0.8,0.9,1,12,5,1,2,0,2,125.0,240.80580407463555
121,27,0.8,0.9,1,12,6,2,1,1,2,175.0,250.06252213599208
122,27,0.8,0.9,1,12,4,1,1,0,2,75.0,232.80868053846677
123,27,0.8,0.9,1,12,5,1,1,2,1,225.0,241.48204174879254
124,27,0.8,0.9,1,12,4,0,1,2,1,200.0,242.5299443450856
125,27,0.8,0.9,1,12,3,0,1,1,1,125.0,206.29340029724978
126,27,0.8,0.9,1,12,3,0,0,2,1,150.0,221.1535321965572
127,27,0.8,0.9,1,12,5,1,2,1,1,200.0,235.69547347977124
128,27,0.8,0.9,1,12,4,0,2,1,1,175.0,227.09858506893212
129,27,0.8,0.9,1,12,4,0,2,0,2,100.0,224.5016180996223
130,27,0.8,0.9,1,12,5,2,0,0,3,50.0,250.94620308544887
131,27,0.8,0.9,1,12,6,1,3,1,1,250.0,253.12914612048843
132,27,0.8,0.9,1,12,4,0,2,1,1,175.0,225.2828871796146
133,27,0.8,0.9,1,12,4,0,1,1,2,125.0,241.5819222767012
134,27,0.8,0.9,1,12,8,1,5,2,0,425.0,286.1827984701995
135,27,0.8,0.9,1,12,3,0,1,0,2,50.0,217.24473657468445
136,27,0.8,0.9,1,12,4,0,1,1,2,125.0,235.76685704981094
137,27,0.8,0.9,1,12,5,1,3,0,1,175.0,245.30952080856787
138,27,0.8,0.9,1,12,3,0,0,1,2,75.0,223.0803538089219
139,27,0.8,0.9,1,12,5,0,4,0,1,200.0,256.6222792339916
140,27,0.8,0.9,1,12,7,1,3,3,0,400.0,271.28360624291565
141,27,0.8,0.9,1,12,3,0,0,1,2,75.0,215.9007089212585
142,27,0.8,0.9,1,12,7,2,3,1,1,275.0,272.497958477886
143,27,0.8,0.9,1,12,5,1,2,1,1,200.0,236.8504186020748
144,27,0.8,0.9,1,12,6,1,4,0,1,225.0,250.68414026770319
145,27,0.8,0.9,1,12,8,3,2,3,0,400.0,273.1772947373989
146,27,0.8,0.9,1,12,3,0,0,1,2,75.0,214.59247597830256
147,27,0.8,0.9,1,12,5,1,1,2,1,225.0,254.27814045268718
148,27,0.8,0.9,1,12,4,0,1,2,1,200.0,230.59389789001207
149,27,0.8,0.9,1,12,5,1,0,3,1,250.0,248.66508576023494
150,27,0.8,0.9,1,12,3,0,0,1,2,75.0,222.40265766729016
151,27,0.8,0.9,1,12,5,1,1,2,1,225.0,244.43626095086225
152,27,0.8,0.9,1,12,4,1,0,1,2,100.0,234.7748454335403
153,27,0.8,0.9,1,12,8,4,2,1,1,275.0,275.4654430857845
154,27,0.8,0.9,1,12,4,1,0,2,1,175.0,226.9374609483162
155,27,0.8,0.9,1,12,5,0,1,4,0,350.0,244.79461550164314
156,27,0.8,0.9,1,12,5,2,0,2,1,200.0,243.931578075431
157,27,0.8,0.9,1,12,4,0,2,0,2,100.0,223.7866711429366
158,27,0.8,0.9,1,12,4,0,1,2,1,200.0,228.87648705265875
159,27,0.8,0.9,1,12,5,2,1,1,1,175.0,241.5224218565783
160,27,0.8,0.9,1,12,4,1,1,1,1,150.0,222.0233553612221
161,27,0.8,0.9,1,12,10,5,3,1,1,350.0,288.2837197544368
162,27,0.8,0.9,1,12,3,0,0,1,2,75.0,220.79888207989325
163,27,0.8,0.9,1,12,5,2,1,0,2,100.0,234.59521483636223
164,27,0.8,0.9,1,12,5,1,1,3,0,300.0,238.9509216630735
165,27,0.8,0.9,1,12,3,0,1,0,2,50.0,216.38260938296273
166,27,0.8,0.9,1,12,5,2,0,2,1,200.0,254.40018103326213
167,27,0.8,0.9,1,12,5,3,0,0,2,75.0,229.7690028989682
168,27,0.8,0.9,1,12,4,0,1,1,2,125.0,228.6449428965274
169,27,0.8,0.9,1,12,5,1,1,2,1,225.0,250.5534625602251
170,27,0.8,0.9,1,12,3,0,1,1,1,125.0,217.14464433007583
171,27,0.8,0.9,1,12,5,0,2,2,1,250.0,247.6836618974664
172,27,0.8,0.9,1,12,3,0,0,1,2,75.0,214.4758760477324
173,27,0.8,0.9,1,12,3,0,0,1,2,75.0,217.9130782685348
174,27,0.8,0.9,1,12,4,1,1,0,2,75.0,223.50439977393538
175,27,0.8,0.9,1,12,8,2,4,1,1,325.0,273.73198595519557
176,27,0.8,0.9,1,12,4,1,0,1,2,100.0,223.92199455703852
177,27,0.8,0.9,1,12,7,1,4,1,1,300.0,274.71997726423484
178,27,0.8,0.9,1,12,4,1,1,1,1,150.0,229.46932060916905
179,27,0.8,0.9,1,12,7,3,2,0,2,175.0,260.05984376524407
180,27,0.8,0.9,1,12,6,1,2,1,2,200.0,257.3156340398761
181,27,0.8,0.9,1,12,7,3,1,2,1,275.0,265.84206951079466
182,27,0.8,0.9,1,12,5,0,3,1,1,225.0,253.61244011978064
183,27,0.8,0.9,1,12,5,2,1,0,2,100.0,230.85267770511575
184,27,0.8,0.9,1,12,7,2,2,2,1,300.0,275.2396775106147
185,27,0.8,0.9,1,12,5,2,1,0,2,100.0,242.68125595135825
186,27,0.8,0.9,1,12,5,2,1,1,1,175.0,242.15009286790266
187,27,0.8,0.9,1,12,4,0,3,0,1,150.0,233.74840358939443
188,27,0.8,0.9,1,12,4,0,2,0,2,100.0,224.73390220145146
189,27,0.8,0.9,1,12,8,2,3,2,1,350.0,290.0552144108847
190,27,0.8,0.9,1,12,4,1,1,0,2,75.0,217.997994943621
191,27,0.8,0.9,1,12,5,1,3,0,1,175.0,261.1051483913597
192,27,0.8,0.9,1,12,3,0,0,1,2,75.0,211.80106094653067
193,27,0.8,0.9,1,12,5,0,2,2,1,250.0,242.413564456257
194,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.82852599559897
195,27,0.8,0.9,1,12,6,1,3,1,1,250.0,263.8972568122343
196,27,0.8,0.9,1,12,3,0,1,0,2,50.0,213.6592834015237
197,27,0.8,0.9,1,12,5,1,2,1,1,200.0,248.19051700209118
198,27,0.8,0.9,1,12,4,0,1,2,1,200.0,218.31459040186428
199,27,0.8,0.9,1,12,4,0,1,1,2,125.0,235.54192762270804
200,27,0.8,0.9,1,12,4,0,2,0,2,100.0,233.2722256947046
201,27,0.8,0.9,1,12,4,0,2,1,1,175.0,226.41435043253617
202,27,0.8,0.9,1,12,4,1,1,0,2,75.0,229.16073617517935
203,27,0.8,0.9,1,12,4,0,1,2,1,200.0,233.97231256685177
204,27,0.8,0.9,1,12,5,2,1,0,2,100.0,232.19570497740477
205,27,0.8,0.9,1,12,4,0,0,3,1,225.0,234.39009070585388
206,27,0.8,0.9,1,12,6,2,2,1,1,225.0,252.56282496616316
207,27,0.8,0.9,1,12,5,1,1,2,1,225.0,246.651241444538
208,27,0.8,0.9,1,12,3,0,1,0,2,50.0,214.90842800732645
209,27,0.8,0.9,1,12,6,1,2,2,1,275.0,254.48841625657755
210,27,0.8,0.9,1,12,4,1,1,0,2,75.0,237.61721524321564
211,27,0.8,0.9,1,12,5,1,2,0,2,125.0,252.34627204631067
212,27,0.8,0.9,1,12,9,2,6,1,0,425.0,287.37540877662127
213,27,0.8,0.9,1,12,5,3,0,1,1,150.0,229.1901408753734
214,27,0.8,0.9,1,12,4,0,1,2,1,200.0,242.88971385965232
215,27,0.8,0.9,1,12,6,2,2,1,1,225.0,252.05257054923072
216,27,0.8,0.9,1,12,4,0,1,1,2,125.0,241.98651536672986
217,27,0.8,0.9,1,12,3,0,1,0,2,50.0,213.79308047437996
218,27,0.8,0.9,1,12,5,0,1,4,0,350.0,244.38907259287453
219,27,0.8,0.9,1,12,5,1,1,2,1,225.0,249.19873349048993
220,27,0.8,0.9,1,12,3,0,1,1,1,125.0,222.91641314564052
221,27,0.8,0.9,1,12,6,1,2,3,0,350.0,251.13489939045425
222,27,0.8,0.9,1,12,5,1,2,1,1,200.0,233.05692456433036
223,27,0.8,0.9,1,12,5,2,1,0,2,100.0,236.73319829870206
224,27,0.8,0.9,1,12,6,1,3,0,2,175.0,255.98294260628435
225,27,0.8,0.9,1,12,4,0,2,1,1,175.0,223.75941905148392
226,27,0.8,0.9,1,12,7,2,3,1,1,275.0,256.4608418993092
227,27,0.8,0.9,1,12,5,2,0,2,1,200.0,240.28030348906196
228,27,0.8,0.9,1,12,6,2,1,2,1,250.0,253.8114897244517
229,27,0.8,0.9,1,12,5,1,1,2,1,225.0,236.71568689517403
230,27,0.8,0.9,1,12,5,2,0,1,2,125.0,237.7987419390365
231,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.34795550814238
232,27,0.8,0.9,1,12,5,1,1,2,1,225.0,240.91397168137306
233,27,0.8,0.9,1,12,3,0,0,2,1,150.0,213.57851264961727
234,27,0.8,0.9,1,12,4,1,0,2,1,175.0,222.2264929440907
235,27,0.8,0.9,1,12,3,0,1,0,2,50.0,219.17822222161215
236,27,0.8,0.9,1,12,4,0,1,1,2,125.0,227.07328053346168
237,27,0.8,0.9,1,12,5,1,1,2,1,225.0,248.2086980008673
238,27,0.8,0.9,1,12,6,2,0,3,1,275.0,258.889502324028
239,27,0.8,0.9,1,12,3,0,0,1,2,75.0,211.49161356004038
240,27,0.8,0.9,1,12,4,0,1,2,1,200.0,234.9392073796642
241,27,0.8,0.9,1,12,5,1,2,1,1,200.0,239.54303854246137
242,27,0.8,0.9,1,12,7,3,1,3,0,350.0,258.65656847012184
243,27,0.8,0.9,1,12,5,3,0,0,2,75.0,222.47290014853394
244,27,0.8,0.9,1,12,6,2,2,1,1,225.0,237.89859858857366
245,27,0.8,0.9,1,12,6,1,3,0,2,175.0,256.41009864451314
246,27,0.8,0.9,1,12,4,0,1,2,1,200.0,239.5876601410892
247,27,0.8,0.9,1,12,6,1,3,1,1,250.0,252.00050240999093
248,27,0.8,0.9,1,12,5,1,2,1,1,200.0,249.26727599144255
249,27,0.8,0.9,1,12,5,0,3,1,1,225.0,244.80498935802217
250,27,0.8,0.9,1,12,4,0,0,4,0,300.0,234.39744396308586
251,27,0.8,0.9,1,12,6,2,1,1,2,175.0,258.38902340920583
252,27,0.8,0.9,1,12,6,1,3,1,1,250.0,260.9235749974911
253,27,0.8,0.9,1,12,4,1,0,2,1,175.0,227.4295207188956
254,27,0.8,0.9,1,12,5,0,3,1,1,225.0,249.10206471684404
255,27,0.8,0.9,1,12,4,1,1,0,2,75.0,226.13901330022765
256,27,0.8,0.9,1,12,4,0,1,1,2,125.0,234.25816951228268
257,27,0.8,0.9,1,12,3,0,0,2,1,150.0,209.80726282189863
258,27,0.8,0.9,1,12,4,0,2,1,1,175.0,225.89573359648165
259,27,0.8,0.9,1,12,6,3,1,0,2,125.0,256.7030234280076
260,27,0.8,0.9,1,12,5,2,0,2,1,200.0,244.8176190658017
261,27,0.8,0.9,1,12,5,2,1,0,2,100.0,246.6722596703168
262,27,0.8,0.9,1,12,4,0,1,2,1,200.0,230.15416819462428
263,27,0.8,0.9,1,12,4,0,2,0,2,100.0,220.77994344376145
264,27,0.8,0.9,1,12,5,0,3,1,1,225.0,251.5196809662753
265,27,0.8,0.9,1,12,5,3,0,0,2,75.0,213.72195117564496
266,27,0.8,0.9,1,12,6,1,3,1,1,250.0,257.2403175654608
267,27,0.8,0.9,1,12,4,1,0,1,2,100.0,242.257241421305
268,27,0.8,0.9,1,12,4,1,0,1,2,100.0,234.3554283385123
269,27,0.8,0.9,1,12,4,0,2,0,2,100.0,241.67222582653096
270,27,0.8,0.9,1,12,6,2,2,1,1,225.0,254.2026216173249
271,27,0.8,0.9,1,12,4,0,1,2,1,200.0,232.41031328081777
272,27,0.8,0.9,1,12,4,0,1,1,2,125.0,228.49876390887692
273,27,0.8,0.9,1,12,6,2,1,1,2,175.0,255.1327780721203
274,27,0.8,0.9,1,12,4,0,2,1,1,175.0,236.4166028406864
275,27,0.8,0.9,1,12,6,1,1,4,0,375.0,257.57014918501295
276,27,0.8,0.9,1,12,5,2,1,0,2,100.0,235.09025021199315
277,27,0.8,0.9,1,12,5,1,0,4,0,325.0,238.85339033320594
278,27,0.8,0.9,1,12,7,2,2,2,1,300.0,272.4475363626268
279,27,0.8,0.9,1,12,4,0,1,2,1,200.0,231.43719497194627
280,27,0.8,0.9,1,12,6,2,1,2,1,250.0,246.08224371708118
281,27,0.8,0.9,1,12,5,0,2,2,1,250.0,248.11649050852088
282,27,0.8,0.9,1,12,3,0,0,1,2,75.0,213.83086151696534
283,27,0.8,0.9,1,12,6,2,1,2,1,250.0,255.72850985977465
284,27,0.8,0.9,1,12,4,0,1,1,2,125.0,225.3271820467627
285,27,0.8,0.9,1,12,4,0,2,1,1,175.0,237.1648569315999
286,27,0.8,0.9,1,12,6,0,4,1,1,275.0,260.16348114593495
287,27,0.8,0.9,1,12,4,1,1,0,2,75.0,233.03730188579948
288,27,0.8,0.9,1,12,7,1,3,3,0,400.0,281.98861051938457
289,27,0.8,0.9,1,12,4,0,2,0,2,100.0,227.32170683715452
290,27,0.8,0.9,1,12,6,1,3,1,1,250.0,257.66549192625575
291,27,0.8,0.9,1,12,3,0,1,0,2,50.0,211.79920480853085
292,27,0.8,0.9,1,12,5,1,1,1,2,150.0,256.4307540363013
293,27,0.8,0.9,1,12,4,0,1,2,1,200.0,238.78442831119557
294,27,0.8,0.9,1,12,5,2,1,1,1,175.0,237.092710936195
295,27,0.8,0.9,1,12,3,0,0,1,2,75.0,219.70326581912104
296,27,0.8,0.9,1,12,4,1,0,2,1,175.0,225.44021616028405
297,27,0.8,0.9,1,12,5,1,1,2,1,225.0,239.97245579575585
298,27,0.8,0.9,1,12,6,0,5,0,1,250.0,255.59728992651765
299,27,0.8,0.9,1,12,5,1,1,2,1,225.0,248.93196904716913
300,27,0.8,0.9,1,12,5,1,0,3,1,250.0,238.26462850260398
301,27,0.8,0.9,1,12,4,0,2,1,1,175.0,223.2746428003519
302,27,0.8,0.9,1,12,3,0,0,2,1,150.0,222.7155665175637
303,27,0.8,0.9,1,12,3,0,0,1,2,75.0,225.3168045773613
304,27,0.8,0.9,1,12,5,2,0,1,2,125.0,239.6737296204637
305,27,0.8,0.9,1,12,5,1,2,0,2,125.0,245.5067419320314
306,27,0.8,0.9,1,12,4,1,1,1,1,150.0,234.47074744059697
307,27,0.8,0.9,1,12,5,1,0,4,0,325.0,231.50007473878244
308,27,0.8,0.9,1,12,4,1,0,1,2,100.0,230.1359411473979
309,27,0.8,0.9,1,12,6,1,4,0,1,225.0,259.11077557794664
310,27,0.8,0.9,1,12,5,1,2,0,2,125.0,250.88259666742755
311,27,0.8,0.9,1,12,5,2,0,1,2,125.0,237.8915333141315
312,27,0.8,0.9,1,12,6,3,0,2,1,225.0,244.32314208200597
313,27,0.8,0.9,1,12,4,2,0,0,2,50.0,223.02322353720018
314,27,0.8,0.9,1,12,4,0,1,3,0,275.0,222.61950940591066
315,27,0.8,0.9,1,12,4,0,1,1,2,125.0,239.09402072539675
316,27,0.8,0.9,1,12,7,1,3,2,1,325.0,273.96765644229146
317,27,0.8,0.9,1,12,4,0,1,2,1,200.0,225.2917718372147
318,27,0.8,0.9,1,12,6,1,2,2,1,275.0,241.6453403755587
319,27,0.8,0.9,1,12,4,0,0,3,1,225.0,244.46089383282646
320,27,0.8,0.9,1,12,6,2,1,2,1,250.0,259.8982482563315
321,27,0.8,0.9,1,12,4,0,1,2,1,200.0,227.81296876304114
322,27,0.8,0.9,1,12,4,0,1,1,2,125.0,230.23889376935873
323,27,0.8,0.9,1,12,6,2,1,2,1,250.0,256.41382300992547
324,27,0.8,0.9,1,12,5,0,2,2,1,250.0,253.82442487901164
325,27,0.8,0.9,1,12,4,0,0,3,1,225.0,244.2393625218312
326,27,0.8,0.9,1,12,5,2,0,1,2,125.0,249.32837639087512
327,27,0.8,0.9,1,12,3,0,1,1,1,125.0,221.28685270474656
328,27,0.8,0.9,1,12,3,0,1,0,2,50.0,222.21817017832785
329,27,0.8,0.9,1,12,3,0,1,0,2,50.0,224.49885689434478
330,27,0.8,0.9,1,12,4,0,1,2,1,200.0,230.116857267858
331,27,0.8,0.9,1,12,5,1,1,1,2,150.0,243.04744022726106
332,27,0.8,0.9,1,12,3,0,0,1,2,75.0,214.32213075477904
333,27,0.8,0.9,1,12,7,3,0,4,0,375.0,265.4101405366117
334,27,0.8,0.9,1,12,6,0,4,1,1,275.0,267.9555036939844
335,27,0.8,0.9,1,12,4,0,1,2,1,200.0,231.11909218082798
336,27,0.8,0.9,1,12,5,0,2,2,1,250.0,247.55966571951595
337,27,0.8,0.9,1,12,4,1,1,1,1,150.0,231.1825327301181
338,27,0.8,0.9,1,12,3,0,0,1,2,75.0,217.98087513568206
339,27,0.8,0.9,1,12,5,2,0,2,1,200.0,226.96686621073394
340,27,0.8,0.9,1,12,3,0,1,0,2,50.0,204.5691108279729
341,27,0.8,0.9,1,12,5,1,3,0,1,175.0,234.0123604805236
342,27,0.8,0.9,1,12,5,1,1,2,1,225.0,250.1184015378106
343,27,0.8,0.9,1,12,5,1,2,0,2,125.0,241.45537443686578
344,27,0.8,0.9,1,12,5,0,1,4,0,350.0,248.03454149354314
345,27,0.8,0.9,1,12,4,0,1,2,1,200.0,229.54071585711466
346,27,0.8,0.9,1,12,5,0,2,2,1,250.0,256.51493881751605
347,27,0.8,0.9,1,12,7,2,3,1,1,275.0,258.4670112884933
348,27,0.8,0.9,1,12,5,1,1,2,1,225.0,245.04895141093766
349,27,0.8,0.9,1,12,3,0,0,2,1,150.0,215.6089152119516
350,27,0.8,0.9,1,12,5,1,1,2,1,225.0,242.5074453023128
351,27,0.8,0.9,1,12,5,1,1,2,1,225.0,235.7279429401175
352,27,0.8,0.9,1,12,5,1,1,2,1,225.0,236.72923107580337
353,27,0.8,0.9,1,12,6,2,2,1,1,225.0,251.22100728587301
354,27,0.8,0.9,1,12,6,1,4,0,1,225.0,261.7884267371177
355,27,0.8,0.9,1,12,5,0,3,0,2,150.0,251.25821519837987
356,27,0.8,0.9,1,12,6,1,3,1,1,250.0,254.4300000097773
357,27,0.8,0.9,1,12,4,0,2,0,2,100.0,228.60653093677215
358,27,0.8,0.9,1,12,5,0,3,1,1,225.0,242.20202076799984
359,27,0.8,0.9,1,12,5,0,3,1,1,225.0,245.5971630079692
360,27,0.8,0.9,1,12,7,2,3,1,1,275.0,274.69210096017423
361,27,0.8,0.9,1,12,4,1,0,2,1,175.0,221.09591126533232
362,27,0.8,0.9,1,12,3,0,0,2,1,150.0,215.10055568532692
363,27,0.8,0.9,1,12,5,1,1,2,1,225.0,240.1519549201377
